optimizer_step,lead_days,metric,field,region,mean,p10,p90
3840,780,rmse,qx,wet,17.769341096855758,15.422713532462506,19.082483782456602
3840,790,rmse,qx,wet,18.657136945380266,16.288058522648146,20.10635944775805
3840,800,rmse,qx,wet,19.58913361768546,17.230680324610166,21.139083073655605
3840,810,rmse,qx,wet,20.55363695293692,18.148918265338967,22.252941695322637
3840,820,rmse,qx,wet,21.547614544417982,19.083633717737285,23.32059879469806
3840,830,rmse,qx,wet,22.57425188282091,20.07929003636361,24.316810734874164
3840,840,rmse,qx,wet,23.61985617798745,21.074698160645724,25.477058915540123
3840,850,rmse,qx,wet,24.67586720280711,22.062967376041577,26.678054821441602
3840,860,rmse,qx,wet,25.753006304420712,23.064562728119324,27.881760796295985
3840,870,rmse,qx,wet,26.8397088829776,24.01878537350977,29.138824422413535
3840,880,rmse,qx,wet,27.922124168699003,25.014210109882324,30.35564620311914
3840,890,rmse,qx,wet,29.029480314265538,26.052220721507734,31.609832639068504
3840,900,rmse,qx,wet,30.163122230385515,27.050459971224104,32.92956382248411
3840,910,rmse,qx,wet,31.307605161981545,28.118088429170474,34.251785720279
3840,920,rmse,qx,wet,32.47417717087236,29.258857437652043,35.624151712955246
3840,930,rmse,qx,wet,33.66718908622779,30.354115022635952,37.07290269570601
3840,940,rmse,qx,wet,34.86816494170391,31.5117720636914,38.5324344677082
3840,950,rmse,qx,wet,36.09220618118846,32.72550199286718,40.07097078324052
3840,960,rmse,qx,wet,37.36748307014771,33.9579277991372,41.642836109131586
3840,970,rmse,qx,wet,38.69199286273418,35.13270076756497,43.46255844245695
3840,980,rmse,qx,wet,40.04747796772964,36.30352327382837,45.534175591468205
3840,990,rmse,qx,wet,41.43991219230629,37.452437108026295,47.75726850922502
3840,1000,rmse,qx,wet,42.8800860074091,38.7434383492798,50.20302062721996
3840,1010,rmse,qx,wet,44.35775877717766,39.973848454078926,52.77802326305315
3840,1020,rmse,qx,wet,45.86862787806355,41.18500658970432,55.46608726869036
3840,1030,rmse,qx,wet,47.438270340243136,42.51903991244649,58.40905471585911
3840,1040,rmse,qx,wet,49.06247838426194,43.73627067297009,61.40186976658707
3840,1050,rmse,qx,wet,50.72256160773882,44.88678413976281,64.51287757139067
3840,1060,rmse,qx,wet,52.44692172945128,46.1896168234211,67.75572233480383
3840,1070,rmse,qx,wet,54.24018928062753,47.477032606457215,71.14482282383055
3840,1080,rmse,qx,wet,56.07072687577416,48.724549366687604,74.68874478430224
3840,1090,rmse,qx,wet,57.9584238722397,50.05572715072513,78.36885083481485
3840,1100,rmse,qx,wet,59.917296589865394,51.4007597206681,82.16432600687027
3840,1110,rmse,qx,wet,61.93240103891323,52.736861973559364,86.0034472750507
3840,1120,rmse,qx,wet,64.01793085183934,54.07902934861443,89.93059799962714
3840,1130,rmse,qx,wet,66.18567586738534,55.40555096546244,93.9419444135975
3840,1140,rmse,qx,wet,68.4434982196685,56.81498288895263,97.979912595737
3840,1150,rmse,qx,wet,70.80903280908599,58.28777871067647,102.12499222465443
3840,1160,rmse,qx,wet,73.28180698377318,59.751821249895805,106.38042972367334
3840,1170,rmse,qx,wet,75.88160941965776,61.377219418264765,110.72685267915963
3840,1180,rmse,qx,wet,78.63818342173346,63.10022740273517,115.19821526828002
3840,1190,rmse,qx,wet,81.53375027835001,64.87015779711038,119.7711981428206
3840,1200,rmse,qx,wet,84.56242636392606,66.87723904809724,124.42576530478688
3840,1210,rmse,qx,wet,87.77562721159549,69.04907230594824,129.22503719892325
3840,1220,rmse,qx,wet,91.1507699846466,71.3104209020891,134.13604452567938
3840,1230,rmse,qx,wet,94.68199482583945,73.85671942726205,139.13756530534678
3840,1240,rmse,qx,wet,98.43284435843704,76.62247962001423,144.34969145065875
3840,1250,rmse,qx,wet,102.36584146108693,79.2453834966854,149.78646943486552
3840,1260,rmse,qx,wet,106.4630605468753,81.92175846444458,155.34460522332765
3840,1270,rmse,qx,wet,110.77922234715356,84.88257430087832,161.04614209142278
3840,1280,rmse,qx,wet,115.2926595504951,87.97357826455116,166.85708024547316
3840,1290,rmse,qx,wet,119.9851930015484,91.22862733105023,172.80384905650868
3840,1300,rmse,qx,wet,124.89931966573151,94.60708161706579,178.90667167881566
3840,1310,rmse,qx,wet,130.05098040514065,98.08285540776066,185.1323801431255
3840,1320,rmse,qx,wet,135.4164442304537,101.7325746962491,191.4935676808796
3840,1330,rmse,qx,wet,141.00567586344175,105.51472265458077,197.97552794699462
3840,1340,rmse,qx,wet,146.83208390305987,109.38590872084045,204.57660892937557
3840,1350,rmse,qx,wet,152.90689768302101,113.4779504258411,211.3397451700438
3840,1360,rmse,qx,wet,159.24519023873748,117.84182432142364,218.2833411504267
3840,1370,rmse,qx,wet,165.84415471357212,122.29246008310034,225.37859699296274
3840,1380,rmse,qx,wet,172.7320440503276,126.96726552063188,232.65128358313507
3840,1390,rmse,qx,wet,179.91779209758778,131.9318317437641,240.18440321008504
3840,1400,rmse,qx,wet,187.3773419267171,137.1657379696405,247.99200560927187
3840,1410,rmse,qx,wet,195.16217522082022,142.70966164033155,256.0641235036203
3840,1420,rmse,qx,wet,203.2931353414568,148.53644074972397,264.49278935175573
3840,1430,rmse,qx,wet,211.73343034050825,154.704944949388,273.296239812288
3840,1440,rmse,qx,wet,220.5059208032153,161.26956550378395,282.4463327125825
3840,1450,rmse,qx,wet,229.6586033073562,168.13013687541536,292.0327679400447
3840,1460,rmse,qx,wet,239.16986395428748,175.33178684396393,302.15272593385146
3840,1470,rmse,qx,wet,249.03212815626105,182.85543275224663,312.76684681168643
3840,1480,rmse,qx,wet,259.2980310110227,190.59820277174018,323.89502392576344
3840,1490,rmse,qx,wet,269.9670356567551,198.63059378187188,335.5909921391028
3840,1500,rmse,qx,wet,281.03511080570087,206.90559002623587,347.8036622581233
3840,1510,rmse,qx,wet,292.5343296046493,215.3190461306629,360.52851757044226
3840,1520,rmse,qx,wet,304.4667060720642,224.00953041338448,373.81449893029856
3840,1530,rmse,qx,wet,316.848670477649,233.05603459106356,387.6302931288411
3840,1540,rmse,qx,wet,329.7055582499107,242.3544239110535,401.95724507611527
3840,1550,rmse,qx,wet,343.0334405007682,251.9270441602317,416.77527947966047
3840,1560,rmse,qx,wet,356.87548705267056,261.9006992041277,432.17310628720713
3840,1570,rmse,qx,wet,371.2492684673779,272.2900971190783,448.22276438161674
3840,1580,rmse,qx,wet,386.1484364197409,283.1829893136045,464.8281120853584
3840,1590,rmse,qx,wet,401.61453737048686,294.6366474459449,481.9331871472896
3840,1600,rmse,qx,wet,417.66199761477645,306.65173767172956,499.62095568622914
3840,1610,rmse,qx,wet,434.2911950068968,319.29900901769895,517.7984317126757
3840,1620,rmse,qx,wet,451.5700525693494,332.67734756245653,536.397940331291
3840,1630,rmse,qx,wet,469.55896994813753,346.9082263312758,555.6275122764372
3840,1640,rmse,qx,wet,488.2684299511469,362.5760183681864,575.4401349292413
3840,1650,rmse,qx,wet,507.75211662284113,378.32569963602816,595.9066003481117
3840,1660,rmse,qx,wet,528.067158976004,393.6246122769972,617.2596319101842
3840,1670,rmse,qx,wet,549.2458263504413,409.57896358197536,639.4776882167539
3840,1680,rmse,qx,wet,571.336174857004,426.2849605889743,662.5709757805121
3840,1690,rmse,qx,wet,594.3660997258717,443.8045549797606,686.6430978039695
3840,1700,rmse,qx,wet,618.3587002051754,462.08016216568865,711.732075663673
3840,1710,rmse,qx,wet,643.345058206053,481.1846034233874,739.075418898579
3840,1720,rmse,qx,wet,669.3763526328815,501.1544145074577,767.8412361499902
3840,1730,rmse,qx,wet,696.4790726326393,521.9684815715536,797.7044651902203
3840,1740,rmse,qx,wet,724.6644739716685,544.5246934137073,828.7405821971093
3840,1750,rmse,qx,wet,753.9776183114443,568.1987911564817,861.0058564372666
3840,1760,rmse,qx,wet,784.4835609119493,592.902484432675,894.4441191052763
3840,1770,rmse,qx,wet,816.2209192915069,618.6174689447025,929.1634122934124
3840,1780,rmse,qx,wet,849.2228702391835,645.3013792852855,965.3099435619121
3840,1790,rmse,qx,wet,883.5790469540306,672.9993205325757,1002.7558018046566
3840,1800,rmse,qx,wet,919.3652507468544,701.7219009593927,1041.6424380453213
3840,1810,rmse,qx,wet,956.7187627594292,731.4923608468196,1082.1936722594094
3840,1820,rmse,qx,wet,995.7431047493194,761.7634222483207,1124.1871312016942
3840,1830,rmse,qx,wet,1036.5480776430197,793.13558187687,1167.785275760344
3840,1840,rmse,qx,wet,1079.244904464813,825.7533822177319,1213.120233732092
3840,1850,rmse,qx,wet,1123.9551686464852,859.6686661574266,1260.2244739137575
3840,1860,rmse,qx,wet,1170.796837677598,895.0292608136887,1314.6655459498454
3840,1870,rmse,qx,wet,1219.9375968979245,931.9581176129493,1371.895617058001
3840,1880,rmse,qx,wet,1271.460422876366,970.4661316855589,1433.3097201450234
3840,1890,rmse,qx,wet,1325.5354356488303,1010.5956317470964,1498.3546616875758
3840,1900,rmse,qx,wet,1382.3307031062081,1054.00134205106,1568.85543954538
3840,1910,rmse,qx,wet,1441.9368739609351,1099.8325417348685,1643.7345854435905
3840,1920,rmse,qx,wet,1504.4364501279645,1147.7624241848637,1722.219822956179
3840,1930,rmse,qx,wet,1569.9729788145098,1198.0249823995348,1804.520822565526
3840,1940,rmse,qx,wet,1638.6591345437662,1250.743438852956,1890.8797532768135
3840,1950,rmse,qx,wet,1710.6285102946674,1305.978381329352,1981.4770549510513
3840,1960,rmse,qx,wet,1785.9852693980279,1363.7593167416658,2076.5455123721317
3840,1970,rmse,qx,wet,1864.8078055485378,1424.254838724965,2176.2671241835324
3840,1980,rmse,qx,wet,1947.257480975993,1487.6885028397173,2280.733304109715
3840,1990,rmse,qx,wet,2033.4936693779623,1554.2320752841365,2390.2982695092046
3840,2000,rmse,qx,wet,2123.69590574922,1624.043716452633,2505.22852043222
3840,0,rmse,qx,boundary,3.1825749154917915e-07,3.0484809330813206e-07,3.3392364156323534e-07
3840,10,rmse,qx,boundary,0.4850038235563501,0.42041602688268087,0.5464345290352534
3840,20,rmse,qx,boundary,0.7005339027836712,0.6300975670349015,0.7692887452396464
3840,30,rmse,qx,boundary,0.902793018593723,0.7967163517108445,1.0262543673458262
3840,40,rmse,qx,boundary,1.0986888577000782,0.968576807465183,1.2548161403170444
3840,50,rmse,qx,boundary,1.2850479940815982,1.125274899962398,1.4569640725683097
3840,60,rmse,qx,boundary,1.4146109195744292,1.190395088955702,1.673837995757828
3840,70,rmse,qx,boundary,1.5287663587096465,1.2350428977489267,1.776640013891716
3840,80,rmse,qx,boundary,1.612664455286693,1.3021337882420017,1.8533678780589817
3840,90,rmse,qx,boundary,1.694311105682011,1.4021724749783526,1.9477384148910282
3840,100,rmse,qx,boundary,1.8088846490356834,1.5724505377375715,2.0353352043418456
3840,110,rmse,qx,boundary,1.9243438213174853,1.7098327878913266,2.111638868720919
3840,120,rmse,qx,boundary,2.0267350510996085,1.8374799883459783,2.2434589437208983
3840,130,rmse,qx,boundary,2.0898108165326295,1.935549913191337,2.3611650703864795
3840,140,rmse,qx,boundary,2.1825467746277813,1.9969265354268717,2.4063923944404526
3840,150,rmse,qx,boundary,2.2682795701912584,1.9698321991115955,2.4954147902907766
3840,160,rmse,qx,boundary,2.366900006900722,2.15495589168615,2.71968430432964
3840,170,rmse,qx,boundary,2.4790430161866497,2.2535080255156053,2.786619801492423
3840,180,rmse,qx,boundary,2.548732491372091,2.324540068261378,2.8672808308913273
3840,190,rmse,qx,boundary,2.5676923220121024,2.3430588063262894,2.7561651900568744
3840,200,rmse,qx,boundary,2.6515373545180116,2.425661167107868,2.9420321878519324
3840,210,rmse,qx,boundary,2.838496626102871,2.512255011340385,3.133895417108481
3840,220,rmse,qx,boundary,2.991019068660086,2.7492695241226013,3.2850187829166226
3840,230,rmse,qx,boundary,3.078596429514986,2.813874328531945,3.324797315856669
3840,240,rmse,qx,boundary,3.1825842250934175,2.9336264656189197,3.3529285038363175
3840,250,rmse,qx,boundary,3.2620323477908055,2.9719014962972214,3.6036514375516084
3840,260,rmse,qx,boundary,3.343725594447528,3.094361849469286,3.5850871452182145
3840,270,rmse,qx,boundary,3.5060362977675066,3.2015450074668275,3.8085717999264217
3840,280,rmse,qx,boundary,3.692224298124766,3.418704236365244,4.011083988021367
3840,290,rmse,qx,boundary,3.795354698331839,3.5073973779620413,4.11918956105235
3840,300,rmse,qx,boundary,3.8322424508099773,3.5237338142599066,4.147796529517101
3840,310,rmse,qx,boundary,3.939340482017165,3.6628183605567677,4.265233830959877
3840,320,rmse,qx,boundary,4.150986664729908,3.5413624869938776,4.579929471989954
3840,330,rmse,qx,boundary,4.343400887410963,3.6787767688864292,5.005875661885748
3840,340,rmse,qx,boundary,4.54463969230088,3.919101879874114,5.129072218741328
3840,350,rmse,qx,boundary,4.756923513766506,4.217442822772169,5.379545742100512
3840,360,rmse,qx,boundary,4.908819878155858,4.419485539213775,5.447729821649411
3840,370,rmse,qx,boundary,5.099409917197827,4.497233334351034,5.485182388579078
3840,380,rmse,qx,boundary,5.387516011459624,4.572392239624491,6.023321737644689
3840,390,rmse,qx,boundary,5.669762791820664,4.9892144804401575,6.293427466382015
3840,400,rmse,qx,boundary,5.880677812287905,5.361596110692799,6.383826824554065
3840,410,rmse,qx,boundary,6.087057813163744,5.303794599968741,6.742189417942758
3840,420,rmse,qx,boundary,6.22773449318507,5.397309387440989,6.876049503385155
3840,430,rmse,qx,boundary,6.381597805386446,5.406694792241342,7.129023125750643
3840,440,rmse,qx,boundary,6.659835278176507,5.676594756489442,7.73176064197089
3840,450,rmse,qx,boundary,6.974065835516355,5.8115509543154005,7.914601244780716
3840,460,rmse,qx,boundary,7.194172144618742,5.845300575261234,8.068612752856316
3840,470,rmse,qx,boundary,7.399365408866661,6.017858988865459,8.58283181009213
3840,480,rmse,qx,boundary,7.686693959556828,6.132168737582574,9.062823779214488
3840,490,rmse,qx,boundary,8.065522207915603,6.273007757121232,9.654827108330213
3840,500,rmse,qx,boundary,8.37121847611393,6.469243627300827,10.202045542165697
3840,510,rmse,qx,boundary,8.690668580050719,6.704984319606515,10.627711673467603
3840,520,rmse,qx,boundary,9.09824687507829,7.135005881298629,11.067899359549935
3840,530,rmse,qx,boundary,9.44045508824354,7.295771606950313,11.40183841271796
3840,540,rmse,qx,boundary,9.751196330643152,7.521082143964872,11.609551251235183
3840,550,rmse,qx,boundary,10.190699870239104,7.804343345353658,11.953387576845019
3840,560,rmse,qx,boundary,10.69791280276474,8.353151697797959,12.32965028738174
3840,570,rmse,qx,boundary,11.184449026309839,8.751427956965415,13.006715835862854
3840,580,rmse,qx,boundary,11.719486569376908,9.189007437998402,13.940454515405298
3840,590,rmse,qx,boundary,12.311828301834215,9.703303062688697,14.56226398203871
3840,600,rmse,qx,boundary,12.951881986394032,10.272307823348568,15.238523785153335
3840,610,rmse,qx,boundary,13.655517541952445,10.697142015589582,15.937430299589106
3840,620,rmse,qx,boundary,14.421636173978225,11.381376560224854,16.653772704818078
3840,630,rmse,qx,boundary,15.216783610360645,12.10643547885473,17.608087862478673
3840,640,rmse,qx,boundary,16.01147022374197,12.683051194379859,18.708293378777825
3840,650,rmse,qx,boundary,16.82840962883373,13.405169030799474,19.672481954503777
3840,660,rmse,qx,boundary,17.719856496253723,14.256815381530759,20.671488072160646
3840,670,rmse,qx,boundary,18.642942969788294,15.043490492669934,21.8212283457774
3840,680,rmse,qx,boundary,19.571223030755146,15.87039188018339,22.85895051640946
3840,690,rmse,qx,boundary,20.542300217300745,16.707886549099896,23.81202505200481
3840,700,rmse,qx,boundary,21.562940718828276,17.494171659845378,24.81326054522188
3840,710,rmse,qx,boundary,22.601018378525907,18.3062043636294,25.79652662649038
3840,720,rmse,qx,boundary,23.690854399628204,19.150406064528315,26.912747122748232
3840,730,rmse,qx,boundary,24.84267692910157,20.246028244068047,28.0822675646112
3840,740,rmse,qx,boundary,26.06340915105365,21.340479228810263,29.275424316095542
3840,750,rmse,qx,boundary,27.382159003009075,22.565838047776012,30.538924029989982
3840,760,rmse,qx,boundary,28.79226795404596,23.877809213324937,31.917237864400914
3840,770,rmse,qx,boundary,30.261119123657515,25.082555886059016,33.39213251469567
3840,780,rmse,qx,boundary,31.797300976062573,26.573107045910426,34.91899119667408
3840,790,rmse,qx,boundary,33.42238775966816,28.167749118531116,36.59146007232784
3840,800,rmse,qx,boundary,35.139298940453465,29.959215194579077,38.46661724363327
3840,810,rmse,qx,boundary,36.91752068935213,31.6831870843355,40.47089766006487
3840,820,rmse,qx,boundary,38.750011753310254,33.43052960609526,42.538083157000514
3840,830,rmse,qx,boundary,40.64540920577932,35.305569721768656,44.513308747728786
3840,840,rmse,qx,boundary,42.57138365054128,37.188482409936434,46.41942180691093
3840,850,rmse,qx,boundary,44.5085696188884,39.03948458111307,48.566206602791674
3840,860,rmse,qx,boundary,46.4818247537129,40.87776582410789,50.81735054746491
3840,870,rmse,qx,boundary,48.46484878501901,42.594054390638156,53.123304216561024
3840,880,rmse,qx,boundary,50.42728243836565,44.39115111336559,55.31945517558306
3840,890,rmse,qx,boundary,52.4323844078801,46.268452316515166,57.573977830350465
3840,900,rmse,qx,boundary,54.4812011432367,48.03797048495576,59.952681726050066
3840,910,rmse,qx,boundary,56.540134995070915,49.9435109861224,62.11357814151687
3840,920,rmse,qx,boundary,58.63301020297328,51.98865093839884,64.05222718788865
3840,930,rmse,qx,boundary,60.76635807863051,54.00204499514612,66.4499719644078
3840,940,rmse,qx,boundary,62.89983296756744,56.14667887021354,69.09516035408231
3840,950,rmse,qx,boundary,65.0659079166235,58.28866087119904,71.96999272585091
3840,960,rmse,qx,boundary,67.3235689373044,60.44638554279351,74.96611701601587
3840,970,rmse,qx,boundary,69.66778566293065,62.869184483460764,78.09447798496547
3840,980,rmse,qx,boundary,72.05553947633398,65.01513632283164,81.44970539463593
3840,990,rmse,qx,boundary,74.49487864172565,66.90347016760764,84.78708199899783
3840,1000,rmse,qx,boundary,77.00855141692159,69.07022534149948,89.3296793306404
3840,1010,rmse,qx,boundary,79.57355887858706,71.19166970691197,94.27346258479274
3840,1020,rmse,qx,boundary,82.1788815204168,73.1002242868652,99.45489365287024
3840,1030,rmse,qx,boundary,84.88032397088244,75.24301002373602,104.9526550048545
3840,1040,rmse,qx,boundary,87.66793054002274,77.29945608315056,110.78579765286642
3840,1050,rmse,qx,boundary,90.49922371983456,79.08367800603986,116.83211509397849
3840,1060,rmse,qx,boundary,93.43431903557968,81.07907460502614,123.12285657846127
3840,1070,rmse,qx,boundary,96.48231720284424,82.99694965968193,129.69511090698097
3840,1080,rmse,qx,boundary,99.57221766061959,84.7848764993855,136.36952744837222
3840,1090,rmse,qx,boundary,102.74522493827723,86.71527107398794,143.36499862145274
3840,1100,rmse,qx,boundary,106.02912433288897,88.62442881029935,150.6760691385625
3840,1110,rmse,qx,boundary,109.38772070844513,90.45684974717004,158.0309743283885
3840,1120,rmse,qx,boundary,112.85075994205391,92.24206684064761,165.5182167757487
3840,1130,rmse,qx,boundary,116.44284286533005,93.92466253235911,173.13290279048158
3840,1140,rmse,qx,boundary,120.18021018676724,95.72961209873499,180.75316471611478
3840,1150,rmse,qx,boundary,124.10127517703614,97.60147186449333,188.5444215645978
3840,1160,rmse,qx,boundary,128.20384904589903,99.35917886394871,196.51207735625766
3840,1170,rmse,qx,boundary,132.53066436918678,101.40179869823908,204.61856648720365
3840,1180,rmse,qx,boundary,137.14889841860378,103.57212867944601,212.93423018380048
3840,1190,rmse,qx,boundary,142.01416562927983,105.7404802767694,221.40464066702367
3840,1200,rmse,qx,boundary,147.10948062899217,108.49872089514301,229.98899598171826
3840,1210,rmse,qx,boundary,152.5493176063922,111.82729126467028,238.8181625561745
3840,1220,rmse,qx,boundary,158.27865188021798,115.509160832809,248.07538272404094
3840,1230,rmse,qx,boundary,164.2804024445994,119.58135860357862,257.5712067921276
3840,1240,rmse,qx,boundary,170.6954555976328,123.9450198155381,267.29578543673216
3840,1250,rmse,qx,boundary,177.42989287089804,128.08537076015728,277.2217111667418
3840,1260,rmse,qx,boundary,184.44086254642107,132.37752393606368,287.32781263989125
3840,1270,rmse,qx,boundary,191.8517393627879,136.9716964532713,297.6646125898449
3840,1280,rmse,qx,boundary,199.60272719848805,141.7757448611027,308.1565291753809
3840,1290,rmse,qx,boundary,207.64571139747648,146.84258313791906,318.8518938989784
3840,1300,rmse,qx,boundary,216.0768834932351,152.0553431909408,329.79794764266666
3840,1310,rmse,qx,boundary,224.92800297839364,157.34415362172976,340.9216413926461
3840,1320,rmse,qx,boundary,234.13816000682263,162.8831337699327,352.24392791910236
3840,1330,rmse,qx,boundary,243.72566444422282,168.5550065223755,363.7293849525927
3840,1340,rmse,qx,boundary,253.71499705849783,174.2425656359579,375.3705182485785
3840,1350,rmse,qx,boundary,264.12731057378784,180.27622275761337,387.25094404078766
3840,1360,rmse,qx,boundary,274.99451737749666,186.56925316921868,399.4026414369106
3840,1370,rmse,qx,boundary,286.30282105099934,192.965436166379,411.7609400971545
3840,1380,rmse,qx,boundary,298.10924553426764,199.7951816227165,424.37059416933346
3840,1390,rmse,qx,boundary,310.43062741939417,207.1073765865267,437.3998266983796
3840,1400,rmse,qx,boundary,323.203306741193,214.83015999850687,450.8715074843259
3840,1410,rmse,qx,boundary,336.53683457044343,223.05879501223308,464.75847001957027
3840,1420,rmse,qx,boundary,350.467586676017,231.7190848642172,479.2560249220271
