metric,method,field,lead_days,finite_members,mean,p10,p90
rmse,layernorm,surface_speed,220,15,0.0030803365287180398,0.002169717485171498,0.004031316044176099
rmse,layernorm,surface_speed,230,15,0.0032433432804028217,0.00227300390213263,0.004212793317746568
rmse,layernorm,surface_speed,240,15,0.0033856625191091847,0.0023685008439999844,0.004683237688646868
rmse,layernorm,surface_speed,250,15,0.0035169627203562024,0.0024578590854963628,0.0049830822421562575
rmse,layernorm,surface_speed,260,15,0.0036460742040261484,0.002558837031882139,0.005134991573949692
rmse,layernorm,surface_speed,270,15,0.003766131104074861,0.002701634595814372,0.005161901074302706
rmse,layernorm,surface_speed,280,15,0.003899198989270716,0.0027821759181040377,0.005205285817376841
rmse,layernorm,surface_speed,290,15,0.004026456927778563,0.002843326169353897,0.005251508565690329
rmse,layernorm,surface_speed,300,15,0.004144418811682891,0.0028950050850642256,0.005322903855129706
rmse,layernorm,surface_speed,310,15,0.004280461692519607,0.0029918488327508328,0.005418269734652132
rmse,layernorm,surface_speed,320,15,0.0044123806474066505,0.003093819059834502,0.0055029342248614855
rmse,layernorm,surface_speed,330,15,0.004524385918278873,0.0031746740695207634,0.005585107260820138
rmse,layernorm,surface_speed,340,15,0.004606333239907489,0.0032552657182801413,0.005715689423583597
rmse,layernorm,surface_speed,350,15,0.004668878766397829,0.003463388810689776,0.005810104198481157
rmse,layernorm,surface_speed,360,15,0.004743277889026333,0.0036416939434580496,0.005839350293293847
rmse,layernorm,surface_speed,370,15,0.0048155314581174394,0.003729074805659147,0.005899934823802049
rmse,layernorm,surface_speed,380,15,0.004899341343806272,0.003782671119203713,0.005985499768648925
rmse,layernorm,surface_speed,390,15,0.005007868759058778,0.00383015191282612,0.006016793777032896
rmse,layernorm,surface_speed,400,15,0.005145059134478727,0.004047745784346373,0.006060428876622335
rmse,layernorm,surface_speed,410,15,0.005281406895769938,0.004257039726038777,0.006114359456646076
rmse,layernorm,surface_speed,420,15,0.005425341117898665,0.004327986068906087,0.006409392137979819
rmse,layernorm,surface_speed,430,15,0.005587421582078104,0.004472160141375344,0.006513022670040423
rmse,layernorm,surface_speed,440,15,0.0057245432626535355,0.004701589919322351,0.006610510054572787
rmse,layernorm,surface_speed,450,15,0.005837240884744822,0.0048687842796803615,0.0067212010811888
rmse,layernorm,surface_speed,460,15,0.005978945171430892,0.005033890176927721,0.006914330125330456
rmse,layernorm,surface_speed,470,15,0.006077601231338057,0.005128553725642027,0.00705926979270316
rmse,layernorm,surface_speed,480,15,0.006208859724082259,0.0053685272011424565,0.007176218164377767
rmse,layernorm,surface_speed,490,15,0.006306409335345459,0.005489937185166427,0.007231796264885847
rmse,layernorm,surface_speed,500,15,0.006417426368276333,0.005598933756606722,0.00744815952475793
rmse,layernorm,surface_speed,510,15,0.006509523628586545,0.005712497852034296,0.007497585821441606
rmse,layernorm,surface_speed,520,15,0.00661374952616303,0.005853362355124839,0.007597839752984205
rmse,layernorm,surface_speed,530,15,0.006778160102630452,0.006027737863045907,0.007512338629154197
rmse,layernorm,surface_speed,540,15,0.00689623611775342,0.006221841044326573,0.007472980854950708
rmse,layernorm,surface_speed,550,15,0.006995964920548899,0.006302087908267306,0.00772677185150085
rmse,layernorm,surface_speed,560,15,0.007130251884883057,0.006461460265279856,0.007783927045058014
rmse,layernorm,surface_speed,570,15,0.007232794769610989,0.006590959051412791,0.007996922484514881
rmse,layernorm,surface_speed,580,15,0.007359455490710874,0.006792301042780722,0.008057777545206745
rmse,layernorm,surface_speed,590,15,0.007459222566550507,0.0067560574019757584,0.00837815175621552
rmse,layernorm,surface_speed,600,15,0.007598706241450243,0.006737942830241321,0.008692642523809737
rmse,layernorm,surface_speed,610,15,0.007755505482065666,0.0069162060550640855,0.008837642807309394
rmse,layernorm,surface_speed,620,15,0.007860984466143273,0.007031992330279002,0.008955883067440076
rmse,layernorm,surface_speed,630,15,0.008010025908917105,0.007070392610555063,0.009183946147942594
rmse,layernorm,surface_speed,640,15,0.008162633638068286,0.007218561569459492,0.009463353597140834
rmse,layernorm,surface_speed,650,15,0.008344932588720468,0.007388029064954794,0.00976005619954132
rmse,layernorm,surface_speed,660,15,0.008494500390621653,0.007436351889657362,0.009802283145808298
rmse,layernorm,surface_speed,670,15,0.008606958948901811,0.00741782272648627,0.009816318306858316
rmse,layernorm,surface_speed,680,15,0.008695201878197221,0.0074282497275016115,0.009998206015521087
rmse,layernorm,surface_speed,690,15,0.008811537294423142,0.007608780445223183,0.00997851408657652
rmse,layernorm,surface_speed,700,15,0.00901351392358959,0.007858143804352558,0.010073021573921478
rmse,layernorm,surface_speed,710,15,0.009174595547299687,0.008123779745387708,0.01010961714318353
rmse,layernorm,surface_speed,720,15,0.009312802359445758,0.008146303813676474,0.010395886316637846
rmse,layernorm,surface_speed,730,15,0.009467423875485267,0.008321321660475898,0.010638319642997973
rmse,layernorm,surface_speed,740,15,0.009630088972629272,0.008690339687208256,0.01061781484854271
rmse,layernorm,surface_speed,750,15,0.009777796155113101,0.008911819680315847,0.010791648699618961
rmse,layernorm,surface_speed,760,15,0.00995226998485914,0.009053468275700867,0.011244784394174511
rmse,layernorm,surface_speed,770,15,0.010157322311468504,0.00933154419341882,0.011505329694232206
rmse,layernorm,surface_speed,780,15,0.010302721094957548,0.009441846364329175,0.01154569189560742
rmse,layernorm,surface_speed,790,15,0.010411500084405386,0.009599404034608832,0.011734976262437403
rmse,layernorm,surface_speed,800,15,0.010593330723351205,0.009734480301409304,0.011985672085811033
rmse,layernorm,surface_speed,810,15,0.010700418269171317,0.009985343641017342,0.01207295617317206
rmse,layernorm,surface_speed,820,15,0.010864283469276112,0.010062018663670283,0.012137193043214988
rmse,layernorm,surface_speed,830,15,0.011091465836328175,0.010228612536389813,0.012533177442548761
rmse,layernorm,surface_speed,840,15,0.011218849544710622,0.010400304496671887,0.012633456646836258
rmse,layernorm,surface_speed,850,15,0.01121120036040982,0.010323700635336542,0.012525666956931145
rmse,layernorm,surface_speed,860,15,0.011352064146827028,0.010325757033310389,0.012965128330421639
rmse,layernorm,surface_speed,870,15,0.0115291279591718,0.010583846938262264,0.013242816693227499
rmse,layernorm,surface_speed,880,15,0.011697710348789836,0.01074240262320106,0.013329335097907069
rmse,layernorm,surface_speed,890,15,0.011834859243103775,0.010760800343160841,0.013583705454396479
rmse,layernorm,surface_speed,900,15,0.01205004056806974,0.01081168413512794,0.013870719813579084
rmse,layernorm,surface_speed,910,15,0.012270494469425521,0.010851544211772876,0.013884531741327444
rmse,layernorm,surface_speed,920,15,0.012392027802686745,0.01088160756782139,0.01408448276431122
rmse,layernorm,surface_speed,930,15,0.012562244552959049,0.0111160141787039,0.014490952994812381
rmse,layernorm,surface_speed,940,15,0.012770215009346936,0.011416319135278656,0.014629837082968413
rmse,layernorm,surface_speed,950,15,0.012879210064806128,0.011443974566013728,0.014778275583544304
rmse,layernorm,surface_speed,960,15,0.013056029661136325,0.011724129534056039,0.015186780591116328
rmse,layernorm,surface_speed,970,15,0.013237853698064241,0.011731771246853887,0.015329465878471773
rmse,layernorm,surface_speed,980,15,0.013396065880549087,0.011739634107816713,0.015657237119729637
rmse,layernorm,surface_speed,990,15,0.013556210133057292,0.011974425727581783,0.015953870841750373
rmse,layernorm,surface_speed,1000,15,0.01375732078331569,0.012115938200072849,0.01625425742863102
rmse,layernorm,surface_speed,1010,15,0.013932641254932565,0.012100215575316106,0.016620489592784976
rmse,layernorm,surface_speed,1020,15,0.014136930875798643,0.012259010383253168,0.016967450087123324
rmse,layernorm,surface_speed,1030,15,0.01434576716269392,0.012460874166858593,0.01721953744965464
rmse,layernorm,surface_speed,1040,15,0.014587374232448035,0.012503299563140932,0.017628561964234034
rmse,layernorm,surface_speed,1050,15,0.014779561565097727,0.012650140046187088,0.017872512073969372
rmse,layernorm,surface_speed,1060,15,0.014954292941954762,0.01282485600995733,0.017971249184289932
rmse,layernorm,surface_speed,1070,15,0.015114952904663213,0.012772440712142355,0.018161300497094527
rmse,layernorm,surface_speed,1080,15,0.015268139513838493,0.01285844151134508,0.018437546298751686
rmse,layernorm,surface_speed,1090,15,0.015415254094510571,0.013223056021718829,0.018560566288164517
rmse,layernorm,surface_speed,1100,15,0.015587921575798516,0.013471715125791607,0.018581755787688947
rmse,layernorm,surface_speed,1110,15,0.01577744886566086,0.013710348098882741,0.018627267511114723
rmse,layernorm,surface_speed,1120,15,0.01591150092000903,0.013947957287103017,0.01862667040707723
rmse,layernorm,surface_speed,1130,15,0.016044390456501946,0.014067582336007658,0.01866292583535308
rmse,layernorm,surface_speed,1140,15,0.01624601911179862,0.014150228888057894,0.0188178667372962
rmse,layernorm,surface_speed,1150,15,0.016432203827146906,0.014309749732254623,0.01884081327136271
rmse,layernorm,surface_speed,1160,15,0.016550392209163545,0.014441252284661258,0.018800406462418682
rmse,layernorm,surface_speed,1170,15,0.01665144540556634,0.014470320611301971,0.018748503536805558
rmse,layernorm,surface_speed,1180,15,0.01674960878273917,0.014514538433058034,0.01875194700884801
rmse,layernorm,surface_speed,1190,15,0.01679357853238248,0.014726019146843905,0.01887181110802505
rmse,layernorm,surface_speed,1200,15,0.016896243619036407,0.014803584425878799,0.01898276604852197
rmse,layernorm,surface_speed,1210,15,0.016993946098117375,0.014989226677342418,0.019068335624575862
rmse,layernorm,surface_speed,1220,15,0.01703637493709452,0.015044427151844423,0.01918138352335124
rmse,layernorm,surface_speed,1230,15,0.017109805957817917,0.015070131725979964,0.019253824707071734
rmse,layernorm,surface_speed,1240,15,0.01716529674899327,0.01511865486119455,0.01919195139645345
rmse,layernorm,surface_speed,1250,15,0.017230372309044232,0.015144838901064973,0.019342991609762362
rmse,layernorm,surface_speed,1260,15,0.01730992726556633,0.015331679373754832,0.019494478143662827
rmse,layernorm,surface_speed,1270,15,0.01737164011005424,0.015423898194567036,0.01961063346559494
rmse,layernorm,surface_speed,1280,15,0.017492061264653237,0.015669287509018453,0.019773232843917223
rmse,layernorm,surface_speed,1290,15,0.017599154259567425,0.01590163285594265,0.019868984735047047
rmse,layernorm,surface_speed,1300,15,0.01768829543929428,0.01588396864625358,0.019899115875483896
rmse,layernorm,surface_speed,1310,15,0.017820003310811416,0.015942395963226226,0.020082948310896496
rmse,layernorm,surface_speed,1320,15,0.017950542782418644,0.016153081116580894,0.02032675800585991
rmse,layernorm,surface_speed,1330,15,0.018059751092879585,0.016352756887575502,0.020379182404241584
rmse,layernorm,surface_speed,1340,15,0.018176768715610723,0.01644947577407655,0.020327148638640036
rmse,layernorm,surface_speed,1350,15,0.018271394973632078,0.016427742126799292,0.020249706976078
rmse,layernorm,surface_speed,1360,15,0.018291249275327232,0.016508298093928588,0.02030888411230812
rmse,layernorm,surface_speed,1370,15,0.018401889717765907,0.016603572769908696,0.02056797959461267
rmse,layernorm,surface_speed,1380,15,0.018534097188714634,0.016818772195022907,0.020630951600213825
rmse,layernorm,surface_speed,1390,15,0.018583666918358117,0.01696215124830207,0.020761674671431463
rmse,layernorm,surface_speed,1400,15,0.018669266077552867,0.017092070013817233,0.020859430273301827
rmse,layernorm,surface_speed,1410,15,0.018738783315303823,0.017156522703096123,0.02098101224422558
rmse,layernorm,surface_speed,1420,15,0.01876604854670204,0.017314299236171265,0.02093356245585539
rmse,layernorm,surface_speed,1430,15,0.018873519540843434,0.01741369215651626,0.020921574957362864
rmse,layernorm,surface_speed,1440,15,0.01894043340994215,0.017413959576367717,0.02109338426183953
rmse,layernorm,surface_speed,1450,15,0.019017925428429852,0.017450714765493706,0.021363063128833043
rmse,layernorm,surface_speed,1460,15,0.019163294123815025,0.01747809295770391,0.02153426938874769
rmse,layernorm,surface_speed,1470,15,0.019260478064946015,0.01763754769221531,0.02153884463247132
rmse,layernorm,surface_speed,1480,15,0.019331156272301492,0.017650957110015995,0.021805839349552485
rmse,layernorm,surface_speed,1490,15,0.019456277228530498,0.0175329627172474,0.021987488885241335
rmse,layernorm,surface_speed,1500,15,0.019531898978393324,0.017635640706737087,0.021993444706301084
rmse,layernorm,surface_speed,1510,15,0.019575917668092892,0.01760457849654436,0.022289044109819824
rmse,layernorm,surface_speed,1520,15,0.019624777273420605,0.017667354034828046,0.02234403150213844
rmse,layernorm,surface_speed,1530,15,0.019606360611326493,0.017777942186148362,0.022393228782028866
rmse,layernorm,surface_speed,1540,15,0.01964348371432867,0.01782807830344277,0.022741547655064028
rmse,layernorm,surface_speed,1550,15,0.019709202065418697,0.017848548718800098,0.022783973487384264
rmse,layernorm,surface_speed,1560,15,0.019712452801980637,0.017797244352459492,0.022689421720618087
rmse,layernorm,surface_speed,1570,15,0.01971918058578375,0.01788595607464172,0.022762560523884222
rmse,layernorm,surface_speed,1580,15,0.019717787775425974,0.01802712308662679,0.02259999081512894
rmse,layernorm,surface_speed,1590,15,0.01962058384966044,0.018053964201684522,0.02233591981846104
rmse,layernorm,surface_speed,1600,15,0.019585862746776962,0.018187321873716886,0.0223403767988175
rmse,layernorm,surface_speed,1610,15,0.019602874522627708,0.018064549299703598,0.02226555020643446
rmse,layernorm,surface_speed,1620,15,0.019577605053144546,0.018104406455273465,0.022328062415815107
rmse,layernorm,surface_speed,1630,15,0.01959290349753106,0.018085224847831108,0.022376185490941124
rmse,layernorm,surface_speed,1640,15,0.019648314305678125,0.01811482652827335,0.022253745789263
rmse,layernorm,surface_speed,1650,15,0.019657417139719097,0.018229423839472368,0.022377880796667558
rmse,layernorm,surface_speed,1660,15,0.019709836696825075,0.0184916229825856,0.022432540088647163
rmse,layernorm,surface_speed,1670,15,0.019729892139031566,0.018485194011749563,0.022208144861657054
rmse,layernorm,surface_speed,1680,15,0.01975615717326195,0.01830436526167729,0.022473148470307482
rmse,layernorm,surface_speed,1690,15,0.019768390195749004,0.01819256474570103,0.022455658465261537
rmse,layernorm,surface_speed,1700,15,0.01967010575382257,0.01823867120882335,0.02211714799226736
rmse,layernorm,surface_speed,1710,15,0.019663578952769233,0.018228124638449184,0.02241583345494574
rmse,layernorm,surface_speed,1720,15,0.019743845843731907,0.018130514212060637,0.02260231646546082
rmse,layernorm,surface_speed,1730,15,0.019706126650828916,0.01803170462719994,0.022236236842458117
rmse,layernorm,surface_speed,1740,15,0.019677406821589867,0.017861428380408474,0.02209384788842131
rmse,layernorm,surface_speed,1750,15,0.01972097100283863,0.017812447032124944,0.02205470286691994
rmse,layernorm,surface_speed,1760,15,0.019699335260272066,0.01780647330008453,0.021670506631192164
rmse,layernorm,surface_speed,1770,15,0.019735281855010958,0.01782922230994768,0.021643702979673083
rmse,layernorm,surface_speed,1780,15,0.01981209702390842,0.0178745467599481,0.021675963044083084
rmse,layernorm,surface_speed,1790,15,0.019874085146434493,0.018088396319286257,0.021654615562409732
rmse,layernorm,surface_speed,1800,15,0.0200010612613251,0.018259691738239173,0.021656290643231282
rmse,layernorm,surface_speed,1810,15,0.020126920153246897,0.01834295236941488,0.021499401624434315
rmse,layernorm,surface_speed,1820,15,0.020165657274301797,0.01835259878808452,0.021419925093679067
rmse,layernorm,surface_speed,1830,15,0.020291165643742205,0.018535098053748613,0.021508498827970814
rmse,layernorm,surface_speed,1840,15,0.020434512471816577,0.01855750795000596,0.021797124112163255
rmse,layernorm,surface_speed,1850,15,0.020513719605348566,0.018580555797239936,0.021989826694537477
rmse,layernorm,surface_speed,1860,15,0.02057592174595032,0.018734217638721646,0.021995716455131105
rmse,layernorm,surface_speed,1870,15,0.020605171914021274,0.018865070295897367,0.022242766044431594
rmse,layernorm,surface_speed,1880,15,0.02065254954451558,0.01882351347464153,0.022440149694964932
rmse,layernorm,surface_speed,1890,15,0.020736911306175873,0.018829936035361265,0.022560406912818257
rmse,layernorm,surface_speed,1900,15,0.02079094586150775,0.01910574472019745,0.022505502606937337
rmse,layernorm,surface_speed,1910,15,0.02084148384148573,0.01922770885391663,0.022682449307793947
rmse,layernorm,surface_speed,1920,15,0.020885424927076884,0.019178143320144826,0.022955789787832175
rmse,layernorm,surface_speed,1930,15,0.0208864011352087,0.01942339141959523,0.022905187035987356
rmse,layernorm,surface_speed,1940,15,0.020964753428858354,0.01953302349934585,0.022967056780555252
rmse,layernorm,surface_speed,1950,15,0.021048378613700416,0.019567734963613713,0.023235692839879876
rmse,layernorm,surface_speed,1960,15,0.021113307845552324,0.01976384926798877,0.023407394587235817
rmse,layernorm,surface_speed,1970,15,0.021252566100667617,0.019910658390879785,0.023534683106429498
rmse,layernorm,surface_speed,1980,15,0.02138738774865376,0.020102178954027727,0.02373218918162802
rmse,layernorm,surface_speed,1990,15,0.021512051579193215,0.020228994974791664,0.024056688015769143
rmse,layernorm,surface_speed,2000,15,0.021683314578554377,0.020275866374500944,0.02434015137390256
rmse,layernorm,phihyd_surface,0,15,1.6052560312671315e-09,1.5259158532821509e-09,1.7311576993798157e-09
rmse,layernorm,phihyd_surface,10,15,0.0019550741211889363,0.0018138316811613473,0.002213640141014443
rmse,layernorm,phihyd_surface,20,15,0.0030098852003549695,0.0028105024020731602,0.0033080213315528875
rmse,layernorm,phihyd_surface,30,15,0.0040799126904254,0.003828247327720733,0.0045019120608736215
rmse,layernorm,phihyd_surface,40,15,0.005202234891625543,0.004876207569869385,0.005759760612090013
rmse,layernorm,phihyd_surface,50,15,0.006406422449437495,0.005966989993220409,0.007083483511663415
rmse,layernorm,phihyd_surface,60,15,0.007648731783959276,0.007139325542717506,0.008339583948652462
rmse,layernorm,phihyd_surface,70,15,0.008917051514252573,0.008355038815819794,0.009699307358562986
rmse,layernorm,phihyd_surface,80,15,0.010196314510868902,0.009533544898384897,0.011134287902000564
rmse,layernorm,phihyd_surface,90,15,0.011503148566255842,0.010652345859601222,0.012569176204936609
rmse,layernorm,phihyd_surface,100,15,0.012854468068668995,0.011896838796535995,0.014077905901882988
rmse,layernorm,phihyd_surface,110,15,0.014224889623046683,0.013216505126658175,0.015521826374744693
rmse,layernorm,phihyd_surface,120,15,0.015608776927472338,0.014554541734352718,0.01701014398875128
rmse,layernorm,phihyd_surface,130,15,0.016981656893232236,0.01582523351891036,0.018501851390569857
rmse,layernorm,phihyd_surface,140,15,0.01834530791117848,0.0171056276172724,0.01992002129614434
rmse,layernorm,phihyd_surface,150,15,0.019706361104275313,0.018400969908161348,0.021389016377765153
rmse,layernorm,phihyd_surface,160,15,0.021063522686838417,0.019675861818417028,0.02274322626487335
rmse,layernorm,phihyd_surface,170,15,0.022415757427641205,0.020925981511674217,0.02401771512632012
rmse,layernorm,phihyd_surface,180,15,0.02376766836993327,0.02220797069084798,0.025373579185604768
rmse,layernorm,phihyd_surface,190,15,0.025115405234240204,0.023477423363533013,0.026681795341099778
rmse,layernorm,phihyd_surface,200,15,0.026426239680095307,0.024709968391708113,0.02784826361385229
rmse,layernorm,phihyd_surface,210,15,0.02774968465343254,0.02596394331430464,0.02920461505776661
rmse,layernorm,phihyd_surface,220,15,0.029094979735750568,0.027217552358796734,0.030642391541705158
rmse,layernorm,phihyd_surface,230,15,0.03041085209552509,0.028400358234469864,0.03168339453535851
rmse,layernorm,phihyd_surface,240,15,0.0317308679916047,0.029612793522022177,0.03316740232641114
rmse,layernorm,phihyd_surface,250,15,0.03304610446371232,0.030835947871917128,0.03450178005026731
rmse,layernorm,phihyd_surface,260,15,0.03433548977001215,0.031941164739422635,0.03578272144699184
rmse,layernorm,phihyd_surface,270,15,0.035595074077067856,0.033123558585429175,0.03706770786693146
rmse,layernorm,phihyd_surface,280,15,0.03687250767390185,0.03436926463129506,0.038422126523225596
rmse,layernorm,phihyd_surface,290,15,0.03817189970754677,0.03563442770656828,0.039757799581817896
rmse,layernorm,phihyd_surface,300,15,0.03945116557103078,0.03682461269520872,0.04105061352797755
rmse,layernorm,phihyd_surface,310,15,0.04070843227284925,0.038031038111180346,0.042386906204962105
rmse,layernorm,phihyd_surface,320,15,0.041975901934031494,0.039247940957316436,0.043695453350019106
rmse,layernorm,phihyd_surface,330,15,0.043241119228352984,0.040427054430855404,0.044892031893188473
rmse,layernorm,phihyd_surface,340,15,0.04449552721778631,0.04164045811674654,0.04618993104331007
rmse,layernorm,phihyd_surface,350,15,0.0457346438155321,0.04283844411754442,0.04758520279332272
rmse,layernorm,phihyd_surface,360,15,0.04693689125767841,0.043816651063220406,0.04884690545793147
rmse,layernorm,phihyd_surface,370,15,0.04810017964111021,0.0449286811381064,0.05006898975045655
rmse,layernorm,phihyd_surface,380,15,0.04926365215560365,0.046088028658464515,0.05132958807802963
rmse,layernorm,phihyd_surface,390,15,0.05043696146972105,0.04716527537294025,0.05245709665519781
rmse,layernorm,phihyd_surface,400,15,0.0515751318706917,0.048129344136532796,0.0535958336673009
rmse,layernorm,phihyd_surface,410,15,0.05271541758386789,0.04937506900165015,0.05480625504792306
rmse,layernorm,phihyd_surface,420,15,0.05387363687460087,0.05043989949009034,0.05606635515121364
rmse,layernorm,phihyd_surface,430,15,0.05503915523383087,0.05139838543966628,0.05746169976880757
rmse,layernorm,phihyd_surface,440,15,0.05618945370853685,0.0524946373568374,0.058698558661709144
rmse,layernorm,phihyd_surface,450,15,0.057375957103912,0.05363525257951811,0.060003779450745524
rmse,layernorm,phihyd_surface,460,15,0.058601695340403166,0.054620642947752464,0.06137159148065849
rmse,layernorm,phihyd_surface,470,15,0.059813539406675824,0.055694254281939595,0.06276761881177412
rmse,layernorm,phihyd_surface,480,15,0.060988186516593594,0.05691076263183407,0.06415424568341935
rmse,layernorm,phihyd_surface,490,15,0.06218343962416436,0.057958125891411624,0.0655540629350296
rmse,layernorm,phihyd_surface,500,15,0.06342211749584264,0.059019446455236046,0.06691184877038951
rmse,layernorm,phihyd_surface,510,15,0.06467042049157506,0.06023293578713405,0.06829934883889224
rmse,layernorm,phihyd_surface,520,15,0.06590778827057914,0.06134503311061146,0.06965639430683877
rmse,layernorm,phihyd_surface,530,15,0.06716251771053791,0.062400949878167064,0.07118657609264066
rmse,layernorm,phihyd_surface,540,15,0.06841085004455445,0.06347033056036683,0.0726744222721021
rmse,layernorm,phihyd_surface,550,15,0.0696982540289893,0.06470086381529533,0.07427123582377526
rmse,layernorm,phihyd_surface,560,15,0.07107674204144111,0.06592246816039062,0.0758364883994735
rmse,layernorm,phihyd_surface,570,15,0.07246693573259502,0.06713256714897171,0.07754881686157007
rmse,layernorm,phihyd_surface,580,15,0.07388386819338084,0.06862394949171774,0.07939592369354488
rmse,layernorm,phihyd_surface,590,15,0.07537378732964031,0.06986379531448123,0.08134902343880959
rmse,layernorm,phihyd_surface,600,15,0.07688119087892789,0.07105968345064642,0.08318721775824305
rmse,layernorm,phihyd_surface,610,15,0.0783824504408124,0.0721663931734931,0.08496820192477302
rmse,layernorm,phihyd_surface,620,15,0.07996190872697798,0.07340770610876697,0.08693446287523422
rmse,layernorm,phihyd_surface,630,15,0.08162170687539562,0.07482056546999302,0.08894462246444802
rmse,layernorm,phihyd_surface,640,15,0.08325918706666328,0.07616665757087879,0.09067848308485138
rmse,layernorm,phihyd_surface,650,15,0.08487724499303166,0.07730179941292316,0.09242882687076966
rmse,layernorm,phihyd_surface,660,15,0.08654179003218958,0.07860295402246456,0.09430866956016774
rmse,layernorm,phihyd_surface,670,15,0.08827938517902201,0.08007670599770014,0.09647175191960605
rmse,layernorm,phihyd_surface,680,15,0.09008314503497376,0.0815504141885993,0.09869715085984782
rmse,layernorm,phihyd_surface,690,15,0.09194844564321229,0.08289495133178709,0.10085987775757495
rmse,layernorm,phihyd_surface,700,15,0.09381474279118465,0.08444885519131952,0.10291327551039202
rmse,layernorm,phihyd_surface,710,15,0.0957141527245738,0.08591717693398912,0.10515540470075785
rmse,layernorm,phihyd_surface,720,15,0.09768332824513158,0.08719909282204212,0.10788985847422959
rmse,layernorm,phihyd_surface,730,15,0.09977066713023909,0.08896021501679988,0.1106964801409839
rmse,layernorm,phihyd_surface,740,15,0.1018110380073713,0.09026931779632405,0.11318451967370596
rmse,layernorm,phihyd_surface,750,15,0.10392677627937053,0.09210855491750597,0.11567068837206466
rmse,layernorm,phihyd_surface,760,15,0.10614892432790436,0.09390750948024568,0.11846998025320163
rmse,layernorm,phihyd_surface,770,15,0.10838736937314963,0.09532063181137587,0.12139028267168626
rmse,layernorm,phihyd_surface,780,15,0.11066563959268857,0.09678171633808433,0.12427878569208656
rmse,layernorm,phihyd_surface,790,15,0.11302729290650386,0.09865621810531701,0.12728675790616792
rmse,layernorm,phihyd_surface,800,15,0.11547240789448264,0.10041978871362348,0.13057498313761204
rmse,layernorm,phihyd_surface,810,15,0.1179683282832713,0.10248116648555909,0.1337346534849639
rmse,layernorm,phihyd_surface,820,15,0.12054078127879754,0.10421199078583032,0.13706604005954773
rmse,layernorm,phihyd_surface,830,15,0.12314985204785708,0.10625602663500032,0.1403649478104733
rmse,layernorm,phihyd_surface,840,15,0.12581095628857397,0.10854210656697946,0.1438306228850651
rmse,layernorm,phihyd_surface,850,15,0.1285590832982964,0.11071730915148074,0.14739866783112393
rmse,layernorm,phihyd_surface,860,15,0.13144219911540456,0.1129099091137689,0.15091637508904346
rmse,layernorm,phihyd_surface,870,15,0.1343720216205642,0.11529843996923186,0.1542005619958356
rmse,layernorm,phihyd_surface,880,15,0.1373494763423331,0.1178660418296633,0.15748059339158108
rmse,layernorm,phihyd_surface,890,15,0.14049558478469323,0.12037398849665973,0.16124859437719108
rmse,layernorm,phihyd_surface,900,15,0.14370534420302797,0.12282770043782398,0.1649737078402503
rmse,layernorm,phihyd_surface,910,15,0.14697105699930446,0.12541078575019576,0.1684177711321312
rmse,layernorm,phihyd_surface,920,15,0.15039285855890488,0.12836739988224016,0.17211419799741376
rmse,layernorm,phihyd_surface,930,15,0.15397183024654112,0.13129727463239865,0.17616464055076753
rmse,layernorm,phihyd_surface,940,15,0.15760125042294557,0.13420360244073729,0.18029244637194727
rmse,layernorm,phihyd_surface,950,15,0.1612806455138838,0.1370162138047442,0.18442509786839797
rmse,layernorm,phihyd_surface,960,15,0.16508634553884463,0.13994069074031268,0.18861404869034037
rmse,layernorm,phihyd_surface,970,15,0.1689867409515136,0.14298159912509315,0.19306415578821828
rmse,layernorm,phihyd_surface,980,15,0.17292095419047065,0.14628718568422183,0.19753733168898807
rmse,layernorm,phihyd_surface,990,15,0.17686383754098675,0.14931791701885375,0.20193819566125235
rmse,layernorm,phihyd_surface,1000,15,0.18085542628255322,0.15201007062131033,0.20641198281100473
rmse,layernorm,phihyd_surface,1010,15,0.18489985180482812,0.1550769336702684,0.2110167560925459
rmse,layernorm,phihyd_surface,1020,15,0.18898491026137856,0.15851513580394272,0.2158155764662622
rmse,layernorm,phihyd_surface,1030,15,0.1931226119714655,0.16175811350072308,0.22046132900064913
rmse,layernorm,phihyd_surface,1040,15,0.1972490858806181,0.16483225143247934,0.22485583501724518
rmse,layernorm,phihyd_surface,1050,15,0.20136518831986422,0.16799674101484105,0.22922468504914212
rmse,layernorm,phihyd_surface,1060,15,0.20554641861073172,0.17112003484825963,0.23387013334483028
rmse,layernorm,phihyd_surface,1070,15,0.2097438526964469,0.17443806761073505,0.23847627209367017
rmse,layernorm,phihyd_surface,1080,15,0.21395081020443021,0.1777954565688595,0.2428453969108699
rmse,layernorm,phihyd_surface,1090,15,0.21821792629392173,0.1810063858153117,0.24720981725803834
rmse,layernorm,phihyd_surface,1100,15,0.22255563947308002,0.18433543117639406,0.25187219423581647
rmse,layernorm,phihyd_surface,1110,15,0.22685638751153192,0.1878509921792368,0.25659593395378805
rmse,layernorm,phihyd_surface,1120,15,0.23119232672926582,0.1914580856689173,0.2612387144600442
rmse,layernorm,phihyd_surface,1130,15,0.23558644671245446,0.19492899822218648,0.2659502636171885
rmse,layernorm,phihyd_surface,1140,15,0.24004739415941198,0.1983370296769792,0.2708927373634099
rmse,layernorm,phihyd_surface,1150,15,0.24452152428964471,0.20206474988700165,0.27584276093934834
