seed,selected_optimizer_step,field,auc_ratio_to_persistence,auc_ratio_to_climatology,day200_model_rmse,day200_ratio_to_persistence,day200_ratio_to_climatology,seed_passed,median_ranking_score
20260723,14400,surface_speed,0.22166828215043424,0.3129009672818764,0.0021196244129290183,0.4420147677650457,0.6657121295484799,True,0.30227193154283233
20260723,14400,sst,0.20637047669147088,0.257591895795517,0.028797152762611706,0.5704366798284725,0.7896681145445728,True,0.30227193154283233
20260723,14400,phihyd_surface,0.6006620348536086,0.21443793248408663,0.05518824035922686,2.180247459332728,0.7678572099913169,True,0.30227193154283233
20260724,13440,surface_speed,0.21963549783944916,0.31003154378559566,0.0024212411449601253,0.5049122551451585,0.7604411370854418,True,0.2471736861213271
20260724,13440,sst,0.22439015471884935,0.28008408120456046,0.02622483472029368,0.5194821783324818,0.7191306709566242,True,0.2471736861213271
20260724,13440,phihyd_surface,0.3308032171682631,0.11809762201124485,0.022319338470697402,0.8817400351593113,0.3105383475792643,True,0.2471736861213271
20260725,14400,surface_speed,0.202749858752132,0.28619623116288784,0.001882586635959645,0.3925842189850016,0.5912654859227522,True,0.23184085880910835
20260725,14400,sst,0.2160745487757533,0.2697045311162357,0.027203533301750817,0.5388690105641767,0.7459682916720345,True,0.23184085880910835
20260725,14400,phihyd_surface,0.30679378994995493,0.10952619309768626,0.026706735168894134,1.0550670055802656,0.3715820439514248,True,0.23184085880910835
